series_id        	year	period	       value	footnote_codes
PRS30006011      	1995	Q01	         2.6	
PRS30006011      	1995	Q02	         2.1	
PRS30006011      	1995	Q03	         0.9	
PRS30006011      	1995	Q04	         0.1	
PRS30006011      	1995	Q05	         1.4	
PRS30006011      	1996	Q01	        -0.2	
PRS30006011      	1996	Q02	        -0.3	
PRS30006011      	1996	Q03	        -0.1	
PRS30006011      	1996	Q04	         0.2	
PRS30006011      	1996	Q05	        -0.1	
PRS30006011      	1997	Q01	         0.3	
PRS30006011      	1997	Q02	         0.7	
PRS30006011      	1997	Q03	         1.0	
PRS30006011      	1997	Q04	         1.5	
PRS30006011      	1997	Q05	         0.9	
PRS30006011      	1998	Q01	         1.6	
PRS30006011      	1998	Q02	         1.6	
PRS30006011      	1998	Q03	         0.5	
PRS30006011      	1998	Q04	        -0.3	
PRS30006011      	1998	Q05	         0.8	
PRS30006011      	1999	Q01	        -1.4	
PRS30006011      	1999	Q02	        -2.0	
PRS30006011      	1999	Q03	        -1.1	
PRS30006011      	1999	Q04	        -1.6	
PRS30006011      	1999	Q05	        -1.6	
PRS30006011      	2000	Q01	        -0.6	
PRS30006011      	2000	Q02	         0.1	
PRS30006011      	2000	Q03	        -0.4	
PRS30006011      	2000	Q04	        -0.3	
PRS30006011      	2000	Q05	        -0.3	
PRS30006011      	2001	Q01	        -1.4	
PRS30006011      	2001	Q02	        -3.9	
PRS30006011      	2001	Q03	        -5.4	
PRS30006011      	2001	Q04	        -7.6	
PRS30006011      	2001	Q05	        -4.6	
PRS30006011      	2002	Q01	        -8.5	
PRS30006011      	2002	Q02	        -7.9	
PRS30006011      	2002	Q03	        -6.9	
PRS30006011      	2002	Q04	        -5.4	
PRS30006011      	2002	Q05	        -7.2	
PRS30006011      	2003	Q01	        -4.6	
PRS30006011      	2003	Q02	        -4.9	
PRS30006011      	2003	Q03	        -5.2	
PRS30006011      	2003	Q04	        -4.4	
PRS30006011      	2003	Q05	        -4.8	
PRS30006011      	2004	Q01	        -3.5	
PRS30006011      	2004	Q02	        -1.6	
PRS30006011      	2004	Q03	        -0.4	
PRS30006011      	2004	Q04	         0.0	
PRS30006011      	2004	Q05	        -1.4	
PRS30006011      	2005	Q01	         0.0	
PRS30006011      	2005	Q02	        -0.3	
PRS30006011      	2005	Q03	        -0.9	
PRS30006011      	2005	Q04	        -0.7	
PRS30006011      	2005	Q05	        -0.5	
PRS30006011      	2006	Q01	        -0.3	
PRS30006011      	2006	Q02	        -0.3	
PRS30006011      	2006	Q03	        -0.4	
PRS30006011      	2006	Q04	        -1.5	
PRS30006011      	2006	Q05	        -0.6	
PRS30006011      	2007	Q01	        -1.6	
PRS30006011      	2007	Q02	        -1.8	R
PRS30006011      	2007	Q03	        -1.9	
PRS30006011      	2007	Q04	        -1.6	
PRS30006011      	2007	Q05	        -1.7	
PRS30006011      	2008	Q01	        -2.2	
PRS30006011      	2008	Q02	        -2.9	R
PRS30006011      	2008	Q03	        -3.5	
PRS30006011      	2008	Q04	        -5.5	
PRS30006011      	2008	Q05	        -3.5	
PRS30006011      	2009	Q01	        -9.5	
PRS30006011      	2009	Q02	       -12.3	R
PRS30006011      	2009	Q03	       -12.5	
PRS30006011      	2009	Q04	       -11.1	
PRS30006011      	2009	Q05	       -11.4	R
PRS30006011      	2010	Q01	        -7.2	
PRS30006011      	2010	Q02	        -3.1	
PRS30006011      	2010	Q03	        -1.1	R
PRS30006011      	2010	Q04	         0.3	R
PRS30006011      	2010	Q05	        -2.8	
PRS30006011      	2011	Q01	         1.4	
PRS30006011      	2011	Q02	         1.4	
PRS30006011      	2011	Q03	         1.2	
PRS30006011      	2011	Q04	         1.5	
PRS30006011      	2011	Q05	         1.4	
PRS30006011      	2012	Q01	         1.6	
PRS30006011      	2012	Q02	         1.9	
PRS30006011      	2012	Q03	         2.1	
PRS30006011      	2012	Q04	         1.5	
PRS30006011      	2012	Q05	         1.8	
PRS30006011      	2013	Q01	         1.3	R
PRS30006011      	2013	Q02	         0.4	
PRS30006011      	2013	Q03	         0.3	
PRS30006011      	2013	Q04	         0.7	
PRS30006011      	2013	Q05	         0.7	
PRS30006011      	2014	Q01	         0.6	
PRS30006011      	2014	Q02	         1.1	
PRS30006011      	2014	Q03	         1.5	
PRS30006011      	2014	Q04	         1.9	
PRS30006011      	2014	Q05	         1.3	
PRS30006011      	2015	Q01	         1.5	
PRS30006011      	2015	Q02	         1.5	
PRS30006011      	2015	Q03	         1.4	
PRS30006011      	2015	Q04	         0.8	
PRS30006011      	2015	Q05	         1.3	
PRS30006011      	2016	Q01	         0.5	R
PRS30006011      	2016	Q02	         0.0	R
PRS30006011      	2016	Q03	         0.1	
PRS30006011      	2016	Q04	        -0.4	
PRS30006011      	2016	Q05	         0.0	R
PRS30006011      	2017	Q01	         0.3	
PRS30006011      	2017	Q02	         0.7	
PRS30006011      	2017	Q03	         0.6	R
PRS30006011      	2017	Q04	         1.7	
PRS30006011      	2017	Q05	         0.8	R
PRS30006011      	2018	Q01	         1.6	R
PRS30006011      	2018	Q02	         1.8	
PRS30006011      	2018	Q03	         1.6	
PRS30006011      	2018	Q04	         1.6	
PRS30006011      	2018	Q05	         1.6	R
PRS30006011      	2019	Q01	         1.4	
PRS30006011      	2019	Q02	         0.9	
PRS30006011      	2019	Q03	         1.2	
PRS30006011      	2019	Q04	         0.3	
PRS30006011      	2019	Q05	         1.0	
PRS30006011      	2020	Q01	        -0.9	
PRS30006011      	2020	Q02	        -8.4	
PRS30006011      	2020	Q03	        -6.4	R
PRS30006011      	2020	Q04	        -4.7	
PRS30006011      	2020	Q05	        -5.1	
PRS30006011      	2021	Q01	        -3.7	
PRS30006011      	2021	Q02	         4.4	
PRS30006011      	2021	Q03	         3.0	R
PRS30006011      	2021	Q04	         3.0	
PRS30006011      	2021	Q05	         1.6	
PRS30006011      	2022	Q01	         4.2	
PRS30006011      	2022	Q02	         4.9	
PRS30006011      	2022	Q03	         4.1	
PRS30006011      	2022	Q04	         3.2	
PRS30006011      	2022	Q05	         4.1	
PRS30006011      	2023	Q01	         2.1	
PRS30006011      	2023	Q02	         1.2	R
PRS30006011      	2023	Q03	         0.6	R
PRS30006011      	2023	Q04	        -0.5	R
PRS30006011      	2023	Q05	         0.9	R
PRS30006011      	2024	Q01	        -0.8	R
PRS30006011      	2024	Q02	        -0.7	R
PRS30006011      	2024	Q03	        -0.7	R
PRS30006011      	2024	Q04	        -0.8	R
PRS30006011      	2024	Q05	        -0.7	R
PRS30006012      	1995	Q01	         1.5	
PRS30006012      	1995	Q02	        -0.1	
PRS30006012      	1995	Q03	        -1.1	
PRS30006012      	1995	Q04	         0.1	
PRS30006012      	1995	Q05	         1.4	
PRS30006012      	1996	Q01	         0.4	
PRS30006012      	1996	Q02	        -0.5	
PRS30006012      	1996	Q03	        -0.2	
PRS30006012      	1996	Q04	         1.0	
PRS30006012      	1996	Q05	        -0.1	
PRS30006012      	1997	Q01	         1.0	
PRS30006012      	1997	Q02	         1.1	R
PRS30006012      	1997	Q03	         0.8	
PRS30006012      	1997	Q04	         3.2	R
PRS30006012      	1997	Q05	         0.9	
PRS30006012      	1998	Q01	         1.4	
PRS30006012      	1998	Q02	         0.9	
PRS30006012      	1998	Q03	        -3.4	
PRS30006012      	1998	Q04	         0.2	
PRS30006012      	1998	Q05	         0.8	
PRS30006012      	1999	Q01	        -3.3	
PRS30006012      	1999	Q02	        -1.5	
PRS30006012      	1999	Q03	         0.3	
PRS30006012      	1999	Q04	        -1.9	
PRS30006012      	1999	Q05	        -1.6	
PRS30006012      	2000	Q01	         0.5	
PRS30006012      	2000	Q02	         1.5	R
PRS30006012      	2000	Q03	        -1.7	R
PRS30006012      	2000	Q04	        -1.4	
PRS30006012      	2000	Q05	        -0.3	
PRS30006012      	2001	Q01	        -4.0	
PRS30006012      	2001	Q02	        -8.5	R
PRS30006012      	2001	Q03	        -7.6	R
PRS30006012      	2001	Q04	       -10.3	
PRS30006012      	2001	Q05	        -4.6	
PRS30006012      	2002	Q01	        -7.4	
PRS30006012      	2002	Q02	        -6.1	
PRS30006012      	2002	Q03	        -3.5	R
PRS30006012      	2002	Q04	        -4.6	
PRS30006012      	2002	Q05	        -7.2	
PRS30006012      	2003	Q01	        -4.3	R
PRS30006012      	2003	Q02	        -7.3	
PRS30006012      	2003	Q03	        -4.4	
PRS30006012      	2003	Q04	        -1.4	
PRS30006012      	2003	Q05	        -4.8	
PRS30006012      	2004	Q01	        -0.6	
PRS30006012      	2004	Q02	         0.2	
PRS30006012      	2004	Q03	         0.2	
PRS30006012      	2004	Q04	         0.0	
PRS30006012      	2004	Q05	        -1.4	
PRS30006012      	2005	Q01	        -0.7	
PRS30006012      	2005	Q02	        -0.7	
PRS30006012      	2005	Q03	        -2.4	R
PRS30006012      	2005	Q04	         0.8	R
PRS30006012      	2005	Q05	        -0.5	
PRS30006012      	2006	Q01	         0.9	
PRS30006012      	2006	Q02	        -0.6	R
PRS30006012      	2006	Q03	        -2.8	
PRS30006012      	2006	Q04	        -3.4	
PRS30006012      	2006	Q05	        -0.6	
PRS30006012      	2007	Q01	         0.3	
PRS30006012      	2007	Q02	        -1.1	
PRS30006012      	2007	Q03	        -3.5	
PRS30006012      	2007	Q04	        -2.2	
PRS30006012      	2007	Q05	        -1.7	
PRS30006012      	2008	Q01	        -1.9	
PRS30006012      	2008	Q02	        -3.7	
PRS30006012      	2008	Q03	        -6.1	
PRS30006012      	2008	Q04	       -10.1	
PRS30006012      	2008	Q05	        -3.5	
PRS30006012      	2009	Q01	       -17.4	
PRS30006012      	2009	Q02	       -15.0	R
PRS30006012      	2009	Q03	        -7.1	
PRS30006012      	2009	Q04	        -4.2	R
PRS30006012      	2009	Q05	       -11.4	R
PRS30006012      	2010	Q01	        -2.0	R
PRS30006012      	2010	Q02	         1.2	R
PRS30006012      	2010	Q03	         1.0	R
PRS30006012      	2010	Q04	         1.2	
PRS30006012      	2010	Q05	        -2.8	
PRS30006012      	2011	Q01	         2.1	
PRS30006012      	2011	Q02	         1.5	
PRS30006012      	2011	Q03	         0.1	
PRS30006012      	2011	Q04	         2.3	
PRS30006012      	2011	Q05	         1.4	
PRS30006012      	2012	Q01	         2.7	
PRS30006012      	2012	Q02	         2.4	R
PRS30006012      	2012	Q03	         1.0	
PRS30006012      	2012	Q04	        -0.2	R
PRS30006012      	2012	Q05	         1.8	
PRS30006012      	2013	Q01	         2.1	
PRS30006012      	2013	Q02	        -1.2	
PRS30006012      	2013	Q03	         0.4	
PRS30006012      	2013	Q04	         1.6	R
PRS30006012      	2013	Q05	         0.7	
PRS30006012      	2014	Q01	         1.5	
PRS30006012      	2014	Q02	         0.7	R
PRS30006012      	2014	Q03	         2.1	
PRS30006012      	2014	Q04	         3.3	R
PRS30006012      	2014	Q05	         1.3	
PRS30006012      	2015	Q01	        -0.3	R
PRS30006012      	2015	Q02	         0.8	
PRS30006012      	2015	Q03	         1.7	R
PRS30006012      	2015	Q04	         1.0	
PRS30006012      	2015	Q05	         1.3	
PRS30006012      	2016	Q01	        -1.3	
PRS30006012      	2016	Q02	        -1.2	
PRS30006012      	2016	Q03	         1.8	
PRS30006012      	2016	Q04	        -0.9	
PRS30006012      	2016	Q05	         0.0	R
PRS30006012      	2017	Q01	         1.6	
PRS30006012      	2017	Q02	         0.3	
PRS30006012      	2017	Q03	         1.6	R
PRS30006012      	2017	Q04	         3.4	R
PRS30006012      	2017	Q05	         0.8	R
PRS30006012      	2018	Q01	         1.3	
PRS30006012      	2018	Q02	         0.8	
PRS30006012      	2018	Q03	         1.1	
PRS30006012      	2018	Q04	         3.1	
PRS30006012      	2018	Q05	         1.6	R
PRS30006012      	2019	Q01	         0.6	
PRS30006012      	2019	Q02	        -1.1	
PRS30006012      	2019	Q03	         2.5	R
PRS30006012      	2019	Q04	        -0.6	
PRS30006012      	2019	Q05	         1.0	
PRS30006012      	2020	Q01	        -4.2	R
PRS30006012      	2020	Q02	       -27.8	
PRS30006012      	2020	Q03	        11.7	R
PRS30006012      	2020	Q04	         6.7	R
PRS30006012      	2020	Q05	        -5.1	
PRS30006012      	2021	Q01	        -0.2	R
PRS30006012      	2021	Q02	        -0.2	
PRS30006012      	2021	Q03	         6.0	R
PRS30006012      	2021	Q04	         6.5	R
PRS30006012      	2021	Q05	         1.6	
PRS30006012      	2022	Q01	         4.6	
PRS30006012      	2022	Q02	         2.5	R
PRS30006012      	2022	Q03	         3.0	R
PRS30006012      	2022	Q04	         2.9	R
PRS30006012      	2022	Q05	         4.1	
PRS30006012      	2023	Q01	         0.2	R
PRS30006012      	2023	Q02	        -1.1	R
PRS30006012      	2023	Q03	         0.3	R
PRS30006012      	2023	Q04	        -1.4	R
PRS30006012      	2023	Q05	         0.9	R
PRS30006012      	2024	Q01	        -0.8	R
PRS30006012      	2024	Q02	        -0.9	R
PRS30006012      	2024	Q03	         0.3	R
PRS30006012      	2024	Q04	        -1.7	
PRS30006012      	2024	Q05	        -0.7	R
PRS30006013      	1995	Q01	     139.149	R
PRS30006013      	1995	Q02	     139.102	R
PRS30006013      	1995	Q03	     138.710	R
PRS30006013      	1995	Q04	     138.733	R
PRS30006013      	1995	Q05	     138.922	R
PRS30006013      	1996	Q01	     138.867	R
PRS30006013      	1996	Q02	     138.678	R
PRS30006013      	1996	Q03	     138.600	R
PRS30006013      	1996	Q04	     138.961	R
PRS30006013      	1996	Q05	     138.772	R
PRS30006013      	1997	Q01	     139.314	R
PRS30006013      	1997	Q02	     139.683	R
PRS30006013      	1997	Q03	     139.965	R
PRS30006013      	1997	Q04	     141.056	R
PRS30006013      	1997	Q05	     140.005	R
PRS30006013      	1998	Q01	     141.543	R
PRS30006013      	1998	Q02	     141.849	R
PRS30006013      	1998	Q03	     140.633	R
PRS30006013      	1998	Q04	     140.688	R
PRS30006013      	1998	Q05	     141.182	R
PRS30006013      	1999	Q01	     139.495	R
PRS30006013      	1999	Q02	     138.961	R
PRS30006013      	1999	Q03	     139.079	R
PRS30006013      	1999	Q04	     138.427	R
PRS30006013      	1999	Q05	     138.992	R
PRS30006013      	2000	Q01	     138.615	R
PRS30006013      	2000	Q02	     139.149	R
PRS30006013      	2000	Q03	     138.537	R
PRS30006013      	2000	Q04	     138.058	R
PRS30006013      	2000	Q05	     138.592	R
PRS30006013      	2001	Q01	     136.653	R
PRS30006013      	2001	Q02	     133.663	R
PRS30006013      	2001	Q03	     131.034	R
PRS30006013      	2001	Q04	     127.517	R
PRS30006013      	2001	Q05	     132.219	R
PRS30006013      	2002	Q01	     125.084	R
PRS30006013      	2002	Q02	     123.122	R
PRS30006013      	2002	Q03	     122.039	R
PRS30006013      	2002	Q04	     120.611	R
PRS30006013      	2002	Q05	     122.714	R
PRS30006013      	2003	Q01	     119.308	R
PRS30006013      	2003	Q02	     117.063	R
PRS30006013      	2003	Q03	     115.752	R
PRS30006013      	2003	Q04	     115.344	R
PRS30006013      	2003	Q05	     116.867	R
PRS30006013      	2004	Q01	     115.171	R
PRS30006013      	2004	Q02	     115.242	R
PRS30006013      	2004	Q03	     115.313	R
PRS30006013      	2004	Q04	     115.305	R
PRS30006013      	2004	Q05	     115.258	R
PRS30006013      	2005	Q01	     115.117	R
PRS30006013      	2005	Q02	     114.920	R
PRS30006013      	2005	Q03	     114.238	R
PRS30006013      	2005	Q04	     114.465	R
PRS30006013      	2005	Q05	     114.685	R
PRS30006013      	2006	Q01	     114.724	R
PRS30006013      	2006	Q02	     114.559	R
PRS30006013      	2006	Q03	     113.743	R
PRS30006013      	2006	Q04	     112.762	R
PRS30006013      	2006	Q05	     113.947	R
PRS30006013      	2007	Q01	     112.856	R
PRS30006013      	2007	Q02	     112.542	R
PRS30006013      	2007	Q03	     111.530	R
PRS30006013      	2007	Q04	     110.902	R
PRS30006013      	2007	Q05	     111.969	R
PRS30006013      	2008	Q01	     110.376	R
PRS30006013      	2008	Q02	     109.332	R
PRS30006013      	2008	Q03	     107.621	R
PRS30006013      	2008	Q04	     104.796	R
PRS30006013      	2008	Q05	     108.045	R
PRS30006013      	2009	Q01	      99.898	R
PRS30006013      	2009	Q02	      95.911	R
PRS30006013      	2009	Q03	      94.153	R
PRS30006013      	2009	Q04	      93.140	R
PRS30006013      	2009	Q05	      95.770	R
PRS30006013      	2010	Q01	      92.661	R
PRS30006013      	2010	Q02	      92.944	R
PRS30006013      	2010	Q03	      93.164	R
PRS30006013      	2010	Q04	      93.439	R
PRS30006013      	2010	Q05	      93.054	R
PRS30006013      	2011	Q01	      93.925	R
PRS30006013      	2011	Q02	      94.278	R
PRS30006013      	2011	Q03	      94.294	R
PRS30006013      	2011	Q04	      94.828	R
PRS30006013      	2011	Q05	      94.325	R
PRS30006013      	2012	Q01	      95.456	R
PRS30006013      	2012	Q02	      96.029	R
PRS30006013      	2012	Q03	      96.272	R
PRS30006013      	2012	Q04	      96.233	R
PRS30006013      	2012	Q05	      95.989	R
PRS30006013      	2013	Q01	      96.727	R
PRS30006013      	2013	Q02	      96.437	R
PRS30006013      	2013	Q03	      96.523	R
PRS30006013      	2013	Q04	      96.915	R
PRS30006013      	2013	Q05	      96.664	R
PRS30006013      	2014	Q01	      97.284	R
PRS30006013      	2014	Q02	      97.457	R
PRS30006013      	2014	Q03	      97.975	R
PRS30006013      	2014	Q04	      98.783	R
PRS30006013      	2014	Q05	      97.881	R
PRS30006013      	2015	Q01	      98.697	R
PRS30006013      	2015	Q02	      98.893	R
PRS30006013      	2015	Q03	      99.317	R
PRS30006013      	2015	Q04	      99.560	R
PRS30006013      	2015	Q05	      99.129	R
PRS30006013      	2016	Q01	      99.231	R
PRS30006013      	2016	Q02	      98.940	R
PRS30006013      	2016	Q03	      99.372	R
PRS30006013      	2016	Q04	      99.137	R
PRS30006013      	2016	Q05	      99.176	R
PRS30006013      	2017	Q01	      99.529	R
PRS30006013      	2017	Q02	      99.600	R
PRS30006013      	2017	Q03	     100.008	R
PRS30006013      	2017	Q04	     100.840	R
PRS30006013      	2017	Q05	     100.000	
PRS30006013      	2018	Q01	     101.169	R
PRS30006013      	2018	Q02	     101.366	R
PRS30006013      	2018	Q03	     101.640	R
PRS30006013      	2018	Q04	     102.410	R
PRS30006013      	2018	Q05	     101.648	R
PRS30006013      	2019	Q01	     102.551	R
PRS30006013      	2019	Q02	     102.268	R
PRS30006013      	2019	Q03	     102.896	R
PRS30006013      	2019	Q04	     102.739	R
PRS30006013      	2019	Q05	     102.621	R
PRS30006013      	2020	Q01	     101.648	R
PRS30006013      	2020	Q02	      93.705	R
PRS30006013      	2020	Q03	      96.327	R
PRS30006013      	2020	Q04	      97.904	R
PRS30006013      	2020	Q05	      97.363	R
PRS30006013      	2021	Q01	      97.865	R
PRS30006013      	2021	Q02	      97.818	R
PRS30006013      	2021	Q03	      99.254	R
PRS30006013      	2021	Q04	     100.832	R
PRS30006013      	2021	Q05	      98.940	R
PRS30006013      	2022	Q01	     101.970	R
PRS30006013      	2022	Q02	     102.598	R
PRS30006013      	2022	Q03	     103.367	R
PRS30006013      	2022	Q04	     104.097	R
PRS30006013      	2022	Q05	     102.998	R
PRS30006013      	2023	Q01	     104.144	R
PRS30006013      	2023	Q02	     103.869	R
PRS30006013      	2023	Q03	     103.948	R
PRS30006013      	2023	Q04	     103.571	R
PRS30006013      	2023	Q05	     103.877	R
PRS30006013      	2024	Q01	     103.359	R
PRS30006013      	2024	Q02	     103.124	R
PRS30006013      	2024	Q03	     103.194	R
PRS30006013      	2024	Q04	     102.763	R
PRS30006013      	2024	Q05	     103.108	R
PRS30006021      	1995	Q01	         0.6	R
PRS30006021      	1995	Q02	        -1.2	
PRS30006021      	1995	Q03	        -1.0	
PRS30006021      	1995	Q04	        -1.4	
PRS30006021      	1995	Q05	        -0.8	R
PRS30006021      	1996	Q01	        -2.2	R
PRS30006021      	1996	Q02	         0.6	
PRS30006021      	1996	Q03	         0.7	
PRS30006021      	1996	Q04	         1.0	
PRS30006021      	1996	Q05	         0.0	
PRS30006021      	1997	Q01	         2.7	
PRS30006021      	1997	Q02	         0.8	
PRS30006021      	1997	Q03	         0.6	
PRS30006021      	1997	Q04	         0.6	R
PRS30006021      	1997	Q05	         1.2	R
PRS30006021      	1998	Q01	         0.0	
PRS30006021      	1998	Q02	        -0.5	
PRS30006021      	1998	Q03	        -1.0	
PRS30006021      	1998	Q04	        -0.6	
PRS30006021      	1998	Q05	        -0.5	
PRS30006021      	1999	Q01	        -0.7	
PRS30006021      	1999	Q02	         0.0	
PRS30006021      	1999	Q03	         0.6	
PRS30006021      	1999	Q04	        -0.1	
PRS30006021      	1999	Q05	         0.0	
PRS30006021      	2000	Q01	         0.1	
PRS30006021      	2000	Q02	        -0.2	
PRS30006021      	2000	Q03	        -0.5	
PRS30006021      	2000	Q04	        -1.4	
PRS30006021      	2000	Q05	        -0.5	
PRS30006021      	2001	Q01	        -2.0	
PRS30006021      	2001	Q02	        -2.2	
PRS30006021      	2001	Q03	        -2.2	
PRS30006021      	2001	Q04	        -1.7	
PRS30006021      	2001	Q05	        -2.0	
PRS30006021      	2002	Q01	        -0.9	
PRS30006021      	2002	Q02	         0.5	R
PRS30006021      	2002	Q03	         0.1	
PRS30006021      	2002	Q04	         0.8	
PRS30006021      	2002	Q05	         0.1	
PRS30006021      	2003	Q01	         0.2	
PRS30006021      	2003	Q02	        -0.6	
PRS30006021      	2003	Q03	        -0.6	
PRS30006021      	2003	Q04	         0.6	
PRS30006021      	2003	Q05	        -0.1	
PRS30006021      	2004	Q01	         1.6	
PRS30006021      	2004	Q02	         0.9	
PRS30006021      	2004	Q03	         1.2	R
PRS30006021      	2004	Q04	        -0.6	
PRS30006021      	2004	Q05	         0.8	
PRS30006021      	2005	Q01	        -1.2	
PRS30006021      	2005	Q02	        -1.3	
PRS30006021      	2005	Q03	        -0.7	
PRS30006021      	2005	Q04	         0.8	
PRS30006021      	2005	Q05	        -0.6	
PRS30006021      	2006	Q01	         1.0	
PRS30006021      	2006	Q02	         2.1	
PRS30006021      	2006	Q03	         2.0	R
PRS30006021      	2006	Q04	         0.5	
PRS30006021      	2006	Q05	         1.3	
PRS30006021      	2007	Q01	         0.0	
PRS30006021      	2007	Q02	         0.2	
PRS30006021      	2007	Q03	         0.4	
PRS30006021      	2007	Q04	         0.6	
PRS30006021      	2007	Q05	         0.1	
PRS30006021      	2008	Q01	         0.5	
PRS30006021      	2008	Q02	         0.1	
PRS30006021      	2008	Q03	        -1.2	
PRS30006021      	2008	Q04	        -2.6	R
PRS30006021      	2008	Q05	        -0.8	
PRS30006021      	2009	Q01	        -3.3	R
PRS30006021      	2009	Q02	        -4.0	
PRS30006021      	2009	Q03	        -2.6	
PRS30006021      	2009	Q04	         0.6	
PRS30006021      	2009	Q05	        -2.5	
PRS30006021      	2010	Q01	         3.1	
PRS30006021      	2010	Q02	         4.7	R
PRS30006021      	2010	Q03	         4.2	
PRS30006021      	2010	Q04	         2.2	
PRS30006021      	2010	Q05	         3.5	
PRS30006021      	2011	Q01	         0.7	
PRS30006021      	2011	Q02	         0.4	R
PRS30006021      	2011	Q03	        -0.1	
PRS30006021      	2011	Q04	         1.2	R
PRS30006021      	2011	Q05	         0.6	
PRS30006021      	2012	Q01	         1.3	
PRS30006021      	2012	Q02	         0.3	R
PRS30006021      	2012	Q03	         0.7	
PRS30006021      	2012	Q04	         0.0	R
PRS30006021      	2012	Q05	         0.6	
PRS30006021      	2013	Q01	        -0.3	
PRS30006021      	2013	Q02	         0.2	
PRS30006021      	2013	Q03	         0.5	
PRS30006021      	2013	Q04	         0.1	
PRS30006021      	2013	Q05	         0.1	
PRS30006021      	2014	Q01	         0.0	
PRS30006021      	2014	Q02	         0.6	R
PRS30006021      	2014	Q03	         0.3	
PRS30006021      	2014	Q04	         0.8	
PRS30006021      	2014	Q05	         0.4	R
PRS30006021      	2015	Q01	         0.8	R
PRS30006021      	2015	Q02	        -0.8	R
PRS30006021      	2015	Q03	        -0.7	
PRS30006021      	2015	Q04	        -1.2	
PRS30006021      	2015	Q05	        -0.5	R
PRS30006021      	2016	Q01	        -0.9	
PRS30006021      	2016	Q02	         0.4	
PRS30006021      	2016	Q03	         0.0	R
PRS30006021      	2016	Q04	         0.0	
PRS30006021      	2016	Q05	        -0.1	
PRS30006021      	2017	Q01	        -0.1	R
PRS30006021      	2017	Q02	        -0.6	R
PRS30006021      	2017	Q03	         0.3	
PRS30006021      	2017	Q04	         0.4	
PRS30006021      	2017	Q05	         0.0	
PRS30006021      	2018	Q01	         0.4	
PRS30006021      	2018	Q02	         0.1	R
PRS30006021      	2018	Q03	         0.2	R
PRS30006021      	2018	Q04	        -0.3	R
PRS30006021      	2018	Q05	         0.2	
PRS30006021      	2019	Q01	        -0.7	
PRS30006021      	2019	Q02	        -0.3	
PRS30006021      	2019	Q03	        -1.2	
PRS30006021      	2019	Q04	        -1.1	
PRS30006021      	2019	Q05	        -0.8	
PRS30006021      	2020	Q01	        -1.2	
PRS30006021      	2020	Q02	        -5.9	
PRS30006021      	2020	Q03	        -1.6	R
PRS30006021      	2020	Q04	        -0.7	R
PRS30006021      	2020	Q05	        -2.5	
PRS30006021      	2021	Q01	         0.3	
PRS30006021      	2021	Q02	         5.2	R
PRS30006021      	2021	Q03	         0.8	R
PRS30006021      	2021	Q04	         0.4	
PRS30006021      	2021	Q05	         1.6	
PRS30006021      	2022	Q01	         0.4	R
PRS30006021      	2022	Q02	        -0.1	
PRS30006021      	2022	Q03	         0.2	R
PRS30006021      	2022	Q04	        -0.6	R
PRS30006021      	2022	Q05	        -0.1	
PRS30006021      	2023	Q01	        -0.7	
PRS30006021      	2023	Q02	        -1.2	R
PRS30006021      	2023	Q03	        -1.3	
PRS30006021      	2023	Q04	        -1.0	R
PRS30006021      	2023	Q05	        -0.9	
PRS30006021      	2024	Q01	        -1.0	
PRS30006021      	2024	Q02	         0.0	R
PRS30006021      	2024	Q03	        -0.3	R
PRS30006021      	2024	Q04	         0.0	R
PRS30006021      	2024	Q05	        -0.3	
PRS30006022      	1995	Q01	        -1.5	R
PRS30006022      	1995	Q02	        -4.8	
PRS30006022      	1995	Q03	         1.1	
PRS30006022      	1995	Q04	        -0.5	R
PRS30006022      	1995	Q05	        -0.8	R
PRS30006022      	1996	Q01	        -4.6	R
PRS30006022      	1996	Q02	         6.6	R
PRS30006022      	1996	Q03	         1.8	
PRS30006022      	1996	Q04	         0.6	R
PRS30006022      	1996	Q05	         0.0	
PRS30006022      	1997	Q01	         1.8	R
PRS30006022      	1997	Q02	        -0.9	R
PRS30006022      	1997	Q03	         0.9	R
PRS30006022      	1997	Q04	         0.5	R
PRS30006022      	1997	Q05	         1.2	R
PRS30006022      	1998	Q01	        -0.5	R
PRS30006022      	1998	Q02	        -2.7	R
PRS30006022      	1998	Q03	        -1.2	
PRS30006022      	1998	Q04	         2.1	
PRS30006022      	1998	Q05	        -0.5	
PRS30006022      	1999	Q01	        -0.8	
PRS30006022      	1999	Q02	         0.0	R
PRS30006022      	1999	Q03	         1.3	
PRS30006022      	1999	Q04	        -1.1	R
PRS30006022      	1999	Q05	         0.0	
PRS30006022      	2000	Q01	         0.0	
PRS30006022      	2000	Q02	        -1.2	R
PRS30006022      	2000	Q03	         0.3	R
PRS30006022      	2000	Q04	        -4.7	R
PRS30006022      	2000	Q05	        -0.5	
PRS30006022      	2001	Q01	        -2.4	R
PRS30006022      	2001	Q02	        -1.8	R
PRS30006022      	2001	Q03	         0.2	
PRS30006022      	2001	Q04	        -2.8	R
PRS30006022      	2001	Q05	        -2.0	
PRS30006022      	2002	Q01	         0.9	R
PRS30006022      	2002	Q02	         4.0	R
PRS30006022      	2002	Q03	        -1.7	R
PRS30006022      	2002	Q04	         0.1	R
PRS30006022      	2002	Q05	         0.1	
