series_id        	year	period	       value	footnote_codes
PRS31006112      	1997	Q01	        -6.5	
PRS31006112      	1997	Q02	        -4.9	
PRS31006112      	1997	Q03	        -5.2	
PRS31006112      	1997	Q04	        -2.1	
PRS31006112      	1997	Q05	        -4.9	
PRS31006112      	1998	Q01	         0.4	
PRS31006112      	1998	Q02	         6.2	
PRS31006112      	1998	Q03	        -1.6	
PRS31006112      	1998	Q04	        -6.8	
PRS31006112      	1998	Q05	        -0.8	
PRS31006112      	1999	Q01	        -1.7	
PRS31006112      	1999	Q02	        -3.2	R
PRS31006112      	1999	Q03	         3.6	
PRS31006112      	1999	Q04	         2.2	R
PRS31006112      	1999	Q05	        -1.6	
PRS31006112      	2000	Q01	        13.7	
PRS31006112      	2000	Q02	       -10.1	
PRS31006112      	2000	Q03	         9.2	
PRS31006112      	2000	Q04	        -1.8	
PRS31006112      	2000	Q05	         2.9	
PRS31006112      	2001	Q01	         3.0	
PRS31006112      	2001	Q02	        -0.9	
PRS31006112      	2001	Q03	         0.4	
PRS31006112      	2001	Q04	         2.3	
PRS31006112      	2001	Q05	         0.8	R
PRS31006112      	2002	Q01	       -13.0	
PRS31006112      	2002	Q02	        -3.9	
PRS31006112      	2002	Q03	        -7.8	
PRS31006112      	2002	Q04	        -2.8	
PRS31006112      	2002	Q05	        -4.8	
PRS31006112      	2003	Q01	        -3.8	
PRS31006112      	2003	Q02	         3.0	
PRS31006112      	2003	Q03	        -3.0	
PRS31006112      	2003	Q04	         6.6	
PRS31006112      	2003	Q05	        -2.2	
PRS31006112      	2004	Q01	        -5.9	
PRS31006112      	2004	Q02	         8.9	
PRS31006112      	2004	Q03	         9.5	
PRS31006112      	2004	Q04	        -6.5	
PRS31006112      	2004	Q05	         1.8	
PRS31006112      	2005	Q01	        -5.2	
PRS31006112      	2005	Q02	        -2.6	
PRS31006112      	2005	Q03	         2.8	
PRS31006112      	2005	Q04	        -7.5	R
PRS31006112      	2005	Q05	        -1.6	
PRS31006112      	2006	Q01	        11.3	
PRS31006112      	2006	Q02	        -2.1	
PRS31006112      	2006	Q03	        -3.3	
PRS31006112      	2006	Q04	         5.1	
PRS31006112      	2006	Q05	         0.9	
PRS31006112      	2007	Q01	         0.8	
PRS31006112      	2007	Q02	        -8.0	
PRS31006112      	2007	Q03	        -1.8	
PRS31006112      	2007	Q04	        -4.1	
PRS31006112      	2007	Q05	        -1.5	
PRS31006112      	2008	Q01	         0.1	
PRS31006112      	2008	Q02	        10.6	
PRS31006112      	2008	Q03	        12.8	
PRS31006112      	2008	Q04	        31.3	
PRS31006112      	2008	Q05	         3.5	
PRS31006112      	2009	Q01	         4.5	
PRS31006112      	2009	Q02	         9.2	
PRS31006112      	2009	Q03	       -20.0	
PRS31006112      	2009	Q04	        -2.7	R
PRS31006112      	2009	Q05	         7.4	
PRS31006112      	2010	Q01	       -18.7	
PRS31006112      	2010	Q02	         1.2	
PRS31006112      	2010	Q03	        -2.5	
PRS31006112      	2010	Q04	         4.3	
PRS31006112      	2010	Q05	        -7.4	
PRS31006112      	2011	Q01	         1.9	
PRS31006112      	2011	Q02	         1.6	
PRS31006112      	2011	Q03	        -2.0	
PRS31006112      	2011	Q04	        -3.5	
PRS31006112      	2011	Q05	         0.9	
PRS31006112      	2012	Q01	         8.5	
PRS31006112      	2012	Q02	         0.1	
PRS31006112      	2012	Q03	         0.3	
PRS31006112      	2012	Q04	         2.7	
PRS31006112      	2012	Q05	         1.5	
PRS31006112      	2013	Q01	        -8.6	
PRS31006112      	2013	Q02	         0.6	
PRS31006112      	2013	Q03	         0.5	R
PRS31006112      	2013	Q04	        -3.9	
PRS31006112      	2013	Q05	        -1.7	
PRS31006112      	2014	Q01	         7.2	
PRS31006112      	2014	Q02	        -3.4	
PRS31006112      	2014	Q03	         2.2	
PRS31006112      	2014	Q04	         7.7	R
PRS31006112      	2014	Q05	         1.2	
PRS31006112      	2015	Q01	         8.8	
PRS31006112      	2015	Q02	         2.3	R
PRS31006112      	2015	Q03	         3.1	
PRS31006112      	2015	Q04	         4.1	
PRS31006112      	2015	Q05	         4.7	
PRS31006112      	2016	Q01	         0.5	
PRS31006112      	2016	Q02	         0.0	
PRS31006112      	2016	Q03	         1.4	
PRS31006112      	2016	Q04	         3.0	
PRS31006112      	2016	Q05	         1.8	
PRS31006112      	2017	Q01	         4.8	
PRS31006112      	2017	Q02	         3.4	
PRS31006112      	2017	Q03	         7.1	
PRS31006112      	2017	Q04	         3.4	
PRS31006112      	2017	Q05	         3.6	
PRS31006112      	2018	Q01	         2.3	
PRS31006112      	2018	Q02	        -3.3	R
PRS31006112      	2018	Q03	         5.2	R
PRS31006112      	2018	Q04	         4.9	
PRS31006112      	2018	Q05	         2.6	
PRS31006112      	2019	Q01	        13.4	
PRS31006112      	2019	Q02	         2.2	
PRS31006112      	2019	Q03	        -0.8	
PRS31006112      	2019	Q04	         9.5	
PRS31006112      	2019	Q05	         5.5	
PRS31006112      	2020	Q01	         7.1	
PRS31006112      	2020	Q02	        60.6	
PRS31006112      	2020	Q03	       -40.2	
PRS31006112      	2020	Q04	        13.6	
PRS31006112      	2020	Q05	         6.7	
PRS31006112      	2021	Q01	         5.5	
PRS31006112      	2021	Q02	        12.7	
PRS31006112      	2021	Q03	        -4.9	
PRS31006112      	2021	Q04	         8.2	
PRS31006112      	2021	Q05	         2.6	
PRS31006112      	2022	Q01	         1.9	
PRS31006112      	2022	Q02	         0.3	
PRS31006112      	2022	Q03	        10.7	
PRS31006112      	2022	Q04	         1.9	
PRS31006112      	2022	Q05	         3.6	
PRS31006112      	2023	Q01	         5.2	
PRS31006112      	2023	Q02	         6.0	R
PRS31006112      	2023	Q03	         8.2	
PRS31006112      	2023	Q04	         8.5	
PRS31006112      	2023	Q05	         5.7	R
PRS31006112      	2024	Q01	         7.1	
PRS31006112      	2024	Q02	        -8.0	
PRS31006112      	2024	Q03	         5.5	R
PRS31006112      	2024	Q04	         5.3	R
PRS31006112      	2024	Q05	         4.1	R
PRS31006113      	1995	Q01	      99.811	R
PRS31006113      	1995	Q02	     100.016	R
PRS31006113      	1995	Q03	     100.045	R
PRS31006113      	1995	Q04	      99.184	R
PRS31006113      	1995	Q05	      99.751	R
PRS31006113      	1996	Q01	      98.301	R
PRS31006113      	1996	Q02	      97.399	R
PRS31006113      	1996	Q03	      96.072	R
PRS31006113      	1996	Q04	      95.217	R
PRS31006113      	1996	Q05	      96.708	R
PRS31006113      	1997	Q01	      93.636	R
PRS31006113      	1997	Q02	      92.475	R
PRS31006113      	1997	Q03	      91.254	R
PRS31006113      	1997	Q04	      90.761	R
PRS31006113      	1997	Q05	      91.990	R
PRS31006113      	1998	Q01	      90.841	R
PRS31006113      	1998	Q02	      92.209	R
PRS31006113      	1998	Q03	      91.843	R
PRS31006113      	1998	Q04	      90.250	R
PRS31006113      	1998	Q05	      91.263	R
PRS31006113      	1999	Q01	      89.875	R
PRS31006113      	1999	Q02	      89.136	R
PRS31006113      	1999	Q03	      89.924	R
PRS31006113      	1999	Q04	      90.425	R
PRS31006113      	1999	Q05	      89.833	R
PRS31006113      	2000	Q01	      93.374	R
PRS31006113      	2000	Q02	      90.916	R
PRS31006113      	2000	Q03	      92.939	R
PRS31006113      	2000	Q04	      92.518	R
PRS31006113      	2000	Q05	      92.425	R
PRS31006113      	2001	Q01	      93.207	R
PRS31006113      	2001	Q02	      92.985	R
PRS31006113      	2001	Q03	      93.088	R
PRS31006113      	2001	Q04	      93.621	R
PRS31006113      	2001	Q05	      93.210	R
PRS31006113      	2002	Q01	      90.430	R
PRS31006113      	2002	Q02	      89.541	R
PRS31006113      	2002	Q03	      87.752	R
PRS31006113      	2002	Q04	      87.136	R
PRS31006113      	2002	Q05	      88.691	R
PRS31006113      	2003	Q01	      86.290	R
PRS31006113      	2003	Q02	      86.923	R
PRS31006113      	2003	Q03	      86.260	R
PRS31006113      	2003	Q04	      87.647	R
PRS31006113      	2003	Q05	      86.775	R
PRS31006113      	2004	Q01	      86.318	R
PRS31006113      	2004	Q02	      88.183	R
PRS31006113      	2004	Q03	      90.209	R
PRS31006113      	2004	Q04	      88.708	R
PRS31006113      	2004	Q05	      88.348	R
PRS31006113      	2005	Q01	      87.538	R
PRS31006113      	2005	Q02	      86.956	R
PRS31006113      	2005	Q03	      87.550	R
PRS31006113      	2005	Q04	      85.850	R
PRS31006113      	2005	Q05	      86.953	R
PRS31006113      	2006	Q01	      88.185	R
PRS31006113      	2006	Q02	      87.712	R
PRS31006113      	2006	Q03	      86.981	R
PRS31006113      	2006	Q04	      88.062	R
PRS31006113      	2006	Q05	      87.730	R
PRS31006113      	2007	Q01	      88.238	R
PRS31006113      	2007	Q02	      86.418	R
PRS31006113      	2007	Q03	      86.020	R
PRS31006113      	2007	Q04	      85.119	R
PRS31006113      	2007	Q05	      86.434	R
PRS31006113      	2008	Q01	      85.136	R
PRS31006113      	2008	Q02	      87.307	R
PRS31006113      	2008	Q03	      89.969	R
PRS31006113      	2008	Q04	      96.304	R
PRS31006113      	2008	Q05	      89.435	R
PRS31006113      	2009	Q01	      97.371	R
PRS31006113      	2009	Q02	      99.529	R
PRS31006113      	2009	Q03	      94.122	R
PRS31006113      	2009	Q04	      93.492	R
PRS31006113      	2009	Q05	      96.084	R
PRS31006113      	2010	Q01	      88.782	R
PRS31006113      	2010	Q02	      89.041	R
PRS31006113      	2010	Q03	      88.478	R
PRS31006113      	2010	Q04	      89.405	R
PRS31006113      	2010	Q05	      88.930	R
PRS31006113      	2011	Q01	      89.835	R
PRS31006113      	2011	Q02	      90.201	R
PRS31006113      	2011	Q03	      89.755	R
PRS31006113      	2011	Q04	      88.969	R
PRS31006113      	2011	Q05	      89.687	R
PRS31006113      	2012	Q01	      90.794	R
PRS31006113      	2012	Q02	      90.827	R
PRS31006113      	2012	Q03	      90.890	R
PRS31006113      	2012	Q04	      91.506	R
PRS31006113      	2012	Q05	      91.003	R
PRS31006113      	2013	Q01	      89.479	R
PRS31006113      	2013	Q02	      89.617	R
PRS31006113      	2013	Q03	      89.739	R
PRS31006113      	2013	Q04	      88.844	R
PRS31006113      	2013	Q05	      89.416	R
PRS31006113      	2014	Q01	      90.402	R
PRS31006113      	2014	Q02	      89.634	R
PRS31006113      	2014	Q03	      90.132	R
PRS31006113      	2014	Q04	      91.809	R
PRS31006113      	2014	Q05	      90.495	R
PRS31006113      	2015	Q01	      93.776	R
PRS31006113      	2015	Q02	      94.322	R
PRS31006113      	2015	Q03	      95.051	R
PRS31006113      	2015	Q04	      96.011	R
PRS31006113      	2015	Q05	      94.785	R
PRS31006113      	2016	Q01	      96.141	R
PRS31006113      	2016	Q02	      96.141	R
PRS31006113      	2016	Q03	      96.466	R
PRS31006113      	2016	Q04	      97.179	
PRS31006113      	2016	Q05	      96.482	R
PRS31006113      	2017	Q01	      98.317	R
PRS31006113      	2017	Q02	      99.134	R
PRS31006113      	2017	Q03	     100.845	R
PRS31006113      	2017	Q04	     101.684	
PRS31006113      	2017	Q05	     100.000	
PRS31006113      	2018	Q01	     102.262	
PRS31006113      	2018	Q02	     101.419	R
PRS31006113      	2018	Q03	     102.701	R
PRS31006113      	2018	Q04	     103.937	
PRS31006113      	2018	Q05	     102.576	R
PRS31006113      	2019	Q01	     107.260	
PRS31006113      	2019	Q02	     107.857	R
PRS31006113      	2019	Q03	     107.652	
PRS31006113      	2019	Q04	     110.129	R
PRS31006113      	2019	Q05	     108.215	
PRS31006113      	2020	Q01	     112.036	R
PRS31006113      	2020	Q02	     126.116	R
PRS31006113      	2020	Q03	     110.882	R
PRS31006113      	2020	Q04	     114.470	R
PRS31006113      	2020	Q05	     115.453	R
PRS31006113      	2021	Q01	     116.012	R
PRS31006113      	2021	Q02	     119.528	R
PRS31006113      	2021	Q03	     118.023	R
PRS31006113      	2021	Q04	     120.371	R
PRS31006113      	2021	Q05	     118.490	R
PRS31006113      	2022	Q01	     120.952	
PRS31006113      	2022	Q02	     121.055	R
PRS31006113      	2022	Q03	     124.169	R
PRS31006113      	2022	Q04	     124.742	R
PRS31006113      	2022	Q05	     122.738	R
PRS31006113      	2023	Q01	     126.344	R
PRS31006113      	2023	Q02	     128.191	R
PRS31006113      	2023	Q03	     130.756	R
PRS31006113      	2023	Q04	     133.441	R
PRS31006113      	2023	Q05	     129.676	R
PRS31006113      	2024	Q01	     135.753	R
PRS31006113      	2024	Q02	     132.946	R
PRS31006113      	2024	Q03	     134.753	R
PRS31006113      	2024	Q04	     136.509	R
PRS31006113      	2024	Q05	     134.981	R
PRS31006131      	1995	Q05	         2.1	
PRS31006131      	1996	Q05	        -1.5	
PRS31006131      	1997	Q05	         0.3	
PRS31006131      	1998	Q05	        -4.6	
PRS31006131      	1999	Q05	        -2.6	
PRS31006131      	2000	Q05	        -4.1	
PRS31006131      	2001	Q05	        -4.1	
PRS31006131      	2002	Q05	         1.4	
PRS31006131      	2003	Q05	         0.9	
PRS31006131      	2004	Q05	         4.0	
PRS31006131      	2005	Q05	         4.5	
PRS31006131      	2006	Q05	         3.3	
PRS31006131      	2007	Q05	         2.8	
PRS31006131      	2008	Q05	         2.9	
PRS31006131      	2009	Q05	        -5.5	
PRS31006131      	2010	Q05	         6.7	
PRS31006131      	2011	Q05	         3.4	
PRS31006131      	2012	Q05	         0.8	
PRS31006131      	2013	Q05	         1.4	
PRS31006131      	2014	Q05	         1.2	
PRS31006131      	2015	Q05	        -2.1	
PRS31006131      	2016	Q05	        -1.1	
PRS31006131      	2017	Q05	         1.0	
PRS31006131      	2018	Q05	         3.0	
PRS31006131      	2019	Q05	        -1.0	
PRS31006131      	2020	Q05	        -2.5	
PRS31006131      	2021	Q05	        12.7	
PRS31006132      	1995	Q05	         2.1	
PRS31006132      	1996	Q05	        -1.5	
PRS31006132      	1997	Q05	         0.3	
PRS31006132      	1998	Q05	        -4.6	
PRS31006132      	1999	Q05	        -2.6	
PRS31006132      	2000	Q05	        -4.1	
PRS31006132      	2001	Q05	        -4.1	
PRS31006132      	2002	Q05	         1.4	
PRS31006132      	2003	Q05	         0.9	
PRS31006132      	2004	Q05	         4.0	
PRS31006132      	2005	Q05	         4.5	
PRS31006132      	2006	Q05	         3.3	
PRS31006132      	2007	Q05	         2.8	
PRS31006132      	2008	Q05	         2.9	
PRS31006132      	2009	Q05	        -5.5	
PRS31006132      	2010	Q05	         6.7	
PRS31006132      	2011	Q05	         3.4	
PRS31006132      	2012	Q05	         0.8	
PRS31006132      	2013	Q05	         1.4	
PRS31006132      	2014	Q05	         1.2	
PRS31006132      	2015	Q05	        -2.1	
PRS31006132      	2016	Q05	        -1.1	
PRS31006132      	2017	Q05	         1.0	
PRS31006132      	2018	Q05	         3.0	
PRS31006132      	2019	Q05	        -1.0	
PRS31006132      	2020	Q05	        -2.5	
PRS31006132      	2021	Q05	        12.7	
PRS31006133      	1995	Q05	      92.372	R
PRS31006133      	1996	Q05	      90.961	R
PRS31006133      	1997	Q05	      91.248	R
PRS31006133      	1998	Q05	      87.078	R
PRS31006133      	1999	Q05	      84.851	R
PRS31006133      	2000	Q05	      81.378	R
PRS31006133      	2001	Q05	      78.055	R
PRS31006133      	2002	Q05	      79.171	R
PRS31006133      	2003	Q05	      79.895	R
PRS31006133      	2004	Q05	      83.095	R
PRS31006133      	2005	Q05	      86.807	R
PRS31006133      	2006	Q05	      89.652	R
PRS31006133      	2007	Q05	      92.197	R
PRS31006133      	2008	Q05	      94.851	R
PRS31006133      	2009	Q05	      89.596	R
PRS31006133      	2010	Q05	      95.639	R
PRS31006133      	2011	Q05	      98.878	R
PRS31006133      	2012	Q05	      99.627	R
PRS31006133      	2013	Q05	     101.040	R
PRS31006133      	2014	Q05	     102.216	R
PRS31006133      	2015	Q05	     100.076	R
PRS31006133      	2016	Q05	      99.019	
PRS31006133      	2017	Q05	     100.000	
PRS31006133      	2018	Q05	     102.995	R
PRS31006133      	2019	Q05	     101.920	
PRS31006133      	2020	Q05	      99.361	R
PRS31006133      	2021	Q05	     112.014	
PRS31006151      	1995	Q01	        -0.7	
PRS31006151      	1995	Q02	        -0.2	
PRS31006151      	1995	Q03	         0.7	
PRS31006151      	1995	Q04	         0.6	
PRS31006151      	1995	Q05	         0.1	
PRS31006151      	1996	Q01	         1.7	
PRS31006151      	1996	Q02	         0.0	
PRS31006151      	1996	Q03	        -0.7	
PRS31006151      	1996	Q04	        -1.9	
PRS31006151      	1996	Q05	        -0.2	
PRS31006151      	1997	Q01	        -2.6	
PRS31006151      	1997	Q02	        -1.6	
PRS31006151      	1997	Q03	        -1.3	
PRS31006151      	1997	Q04	         1.3	R
PRS31006151      	1997	Q05	        -1.0	
PRS31006151      	1998	Q01	         3.2	
PRS31006151      	1998	Q02	         4.7	
PRS31006151      	1998	Q03	         5.7	R
PRS31006151      	1998	Q04	         4.2	
PRS31006151      	1998	Q05	         4.4	
PRS31006151      	1999	Q01	         5.1	R
PRS31006151      	1999	Q02	         3.4	
PRS31006151      	1999	Q03	         2.4	
PRS31006151      	1999	Q04	         3.8	
PRS31006151      	1999	Q05	         3.7	
PRS31006151      	2000	Q01	         5.7	R
PRS31006151      	2000	Q02	         2.7	
PRS31006151      	2000	Q03	         4.0	
PRS31006151      	2000	Q04	         1.2	
PRS31006151      	2000	Q05	         3.4	
PRS31006151      	2001	Q01	        -2.7	R
PRS31006151      	2001	Q02	        -0.1	R
PRS31006151      	2001	Q03	        -1.8	
PRS31006151      	2001	Q04	         1.8	
PRS31006151      	2001	Q05	        -0.8	
PRS31006151      	2002	Q01	         1.5	
PRS31006151      	2002	Q02	         2.0	R
PRS31006151      	2002	Q03	         2.3	R
PRS31006151      	2002	Q04	         0.4	
PRS31006151      	2002	Q05	         1.6	
PRS31006151      	2003	Q01	         0.7	
PRS31006151      	2003	Q02	         2.2	
PRS31006151      	2003	Q03	         3.5	
PRS31006151      	2003	Q04	         4.5	R
PRS31006151      	2003	Q05	         2.8	R
PRS31006151      	2004	Q01	         1.6	
PRS31006151      	2004	Q02	         1.3	
PRS31006151      	2004	Q03	         2.1	
PRS31006151      	2004	Q04	        -0.6	
PRS31006151      	2004	Q05	         1.1	
PRS31006151      	2005	Q01	         2.6	
PRS31006151      	2005	Q02	         1.0	R
PRS31006151      	2005	Q03	        -1.6	
PRS31006151      	2005	Q04	        -1.9	R
PRS31006151      	2005	Q05	         0.0	R
PRS31006151      	2006	Q01	         0.3	
PRS31006151      	2006	Q02	        -1.7	R
PRS31006151      	2006	Q03	        -2.4	R
PRS31006151      	2006	Q04	         2.2	
PRS31006151      	2006	Q05	        -0.2	
PRS31006151      	2007	Q01	         0.8	
PRS31006151      	2007	Q02	         1.5	
PRS31006151      	2007	Q03	         2.5	
PRS31006151      	2007	Q04	        -1.0	R
PRS31006151      	2007	Q05	         1.2	R
PRS31006151      	2008	Q01	        -2.8	R
PRS31006151      	2008	Q02	        -2.1	
PRS31006151      	2008	Q03	        -1.9	
PRS31006151      	2008	Q04	         3.7	
PRS31006151      	2008	Q05	        -0.9	
PRS31006151      	2009	Q01	         3.7	
PRS31006151      	2009	Q02	         7.7	
PRS31006151      	2009	Q03	         7.0	R
PRS31006151      	2009	Q04	         1.9	
PRS31006151      	2009	Q05	         5.2	
PRS31006151      	2010	Q01	        -0.8	
PRS31006151      	2010	Q02	        -1.9	R
PRS31006151      	2010	Q03	        -1.3	
PRS31006151      	2010	Q04	        -0.8	R
PRS31006151      	2010	Q05	        -1.1	R
PRS31006151      	2011	Q01	         3.3	R
PRS31006151      	2011	Q02	        -1.6	
PRS31006151      	2011	Q03	        -1.1	
PRS31006151      	2011	Q04	        -4.3	R
PRS31006151      	2011	Q05	        -1.1	
PRS31006151      	2012	Q01	        -2.6	
PRS31006151      	2012	Q02	        -0.5	
PRS31006151      	2012	Q03	        -1.5	
PRS31006151      	2012	Q04	         1.1	
PRS31006151      	2012	Q05	        -0.9	
PRS31006151      	2013	Q01	        -2.4	
PRS31006151      	2013	Q02	        -1.4	
PRS31006151      	2013	Q03	        -1.2	
PRS31006151      	2013	Q04	        -1.8	
PRS31006151      	2013	Q05	        -1.7	
PRS31006151      	2014	Q01	         0.7	R
PRS31006151      	2014	Q02	        -0.9	R
PRS31006151      	2014	Q03	        -0.3	
PRS31006151      	2014	Q04	         1.7	R
PRS31006151      	2014	Q05	         0.3	
PRS31006151      	2015	Q01	         2.7	R
PRS31006151      	2015	Q02	         4.1	R
PRS31006151      	2015	Q03	         4.1	
PRS31006151      	2015	Q04	         2.4	R
PRS31006151      	2015	Q05	         3.4	
PRS31006151      	2016	Q01	         0.4	
PRS31006151      	2016	Q02	        -0.7	
PRS31006151      	2016	Q03	        -0.2	R
PRS31006151      	2016	Q04	         0.2	
PRS31006151      	2016	Q05	        -0.1	
PRS31006151      	2017	Q01	         0.4	
PRS31006151      	2017	Q02	         2.7	
PRS31006151      	2017	Q03	         1.9	
PRS31006151      	2017	Q04	         2.0	
PRS31006151      	2017	Q05	         1.8	
PRS31006151      	2018	Q01	         2.1	
PRS31006151      	2018	Q02	        -0.3	
PRS31006151      	2018	Q03	        -0.3	R
PRS31006151      	2018	Q04	        -0.1	
PRS31006151      	2018	Q05	         0.2	
PRS31006151      	2019	Q01	         0.5	
PRS31006151      	2019	Q02	         0.2	
PRS31006151      	2019	Q03	        -0.9	
PRS31006151      	2019	Q04	         0.6	R
PRS31006151      	2019	Q05	         0.1	
PRS31006151      	2020	Q01	         0.6	R
PRS31006151      	2020	Q02	        10.4	R
PRS31006151      	2020	Q03	         5.4	
PRS31006151      	2020	Q04	         5.6	
PRS31006151      	2020	Q05	         5.6	R
PRS31006151      	2021	Q01	         4.0	
PRS31006151      	2021	Q02	        -3.8	
PRS31006151      	2021	Q03	        -1.6	R
PRS31006151      	2021	Q04	        -3.9	R
PRS31006151      	2021	Q05	        -1.3	
PRS31006151      	2022	Q01	        -5.7	R
PRS31006151      	2022	Q02	        -7.5	R
PRS31006151      	2022	Q03	        -3.6	R
PRS31006151      	2022	Q04	        -4.8	
PRS31006151      	2022	Q05	        -5.4	
PRS31006151      	2023	Q01	        -2.7	
PRS31006151      	2023	Q02	         1.3	R
PRS31006151      	2023	Q03	         1.2	R
PRS31006151      	2023	Q04	         4.1	R
PRS31006151      	2023	Q05	         0.7	R
PRS31006151      	2024	Q01	         5.6	R
PRS31006151      	2024	Q02	         0.4	R
PRS31006151      	2024	Q03	         1.0	R
PRS31006151      	2024	Q04	        -0.1	R
PRS31006151      	2024	Q05	         1.6	R
PRS31006152      	1995	Q01	        -5.0	R
PRS31006152      	1995	Q02	         4.6	R
PRS31006152      	1995	Q03	         2.0	R
PRS31006152      	1995	Q04	         0.9	R
PRS31006152      	1995	Q05	         0.1	
PRS31006152      	1996	Q01	        -0.8	R
PRS31006152      	1996	Q02	        -2.1	R
PRS31006152      	1996	Q03	        -0.7	R
PRS31006152      	1996	Q04	        -4.0	R
PRS31006152      	1996	Q05	        -0.2	
PRS31006152      	1997	Q01	        -3.6	R
PRS31006152      	1997	Q02	         2.0	R
PRS31006152      	1997	Q03	         0.4	R
PRS31006152      	1997	Q04	         6.8	R
PRS31006152      	1997	Q05	        -1.0	
PRS31006152      	1998	Q01	         3.7	R
PRS31006152      	1998	Q02	         7.9	R
PRS31006152      	1998	Q03	         4.6	R
PRS31006152      	1998	Q04	         0.7	R
PRS31006152      	1998	Q05	         4.4	
PRS31006152      	1999	Q01	         7.6	R
PRS31006152      	1999	Q02	         1.0	R
PRS31006152      	1999	Q03	         0.6	
PRS31006152      	1999	Q04	         6.4	R
PRS31006152      	1999	Q05	         3.7	
PRS31006152      	2000	Q01	        15.3	R
PRS31006152      	2000	Q02	        -9.7	R
PRS31006152      	2000	Q03	         5.5	R
PRS31006152      	2000	Q04	        -4.5	R
PRS31006152      	2000	Q05	         3.4	
PRS31006152      	2001	Q01	        -1.3	R
PRS31006152      	2001	Q02	         0.3	R
PRS31006152      	2001	Q03	        -1.6	
PRS31006152      	2001	Q04	        10.1	R
PRS31006152      	2001	Q05	        -0.8	
PRS31006152      	2002	Q01	        -2.3	R
PRS31006152      	2002	Q02	         2.2	R
PRS31006152      	2002	Q03	        -0.2	R
PRS31006152      	2002	Q04	         1.9	R
PRS31006152      	2002	Q05	         1.6	
PRS31006152      	2003	Q01	        -1.2	R
PRS31006152      	2003	Q02	         8.4	
PRS31006152      	2003	Q03	         5.2	R
PRS31006152      	2003	Q04	         6.0	
PRS31006152      	2003	Q05	         2.8	R
PRS31006152      	2004	Q01	       -11.9	R
PRS31006152      	2004	Q02	         7.1	R
PRS31006152      	2004	Q03	         8.7	R
PRS31006152      	2004	Q04	        -4.7	
PRS31006152      	2004	Q05	         1.1	
PRS31006152      	2005	Q01	        -0.1	R
PRS31006152      	2005	Q02	         0.5	
PRS31006152      	2005	Q03	        -2.0	R
PRS31006152      	2005	Q04	        -5.9	R
PRS31006152      	2005	Q05	         0.0	R
PRS31006152      	2006	Q01	         9.4	R
PRS31006152      	2006	Q02	        -7.6	
PRS31006152      	2006	Q03	        -4.5	R
PRS31006152      	2006	Q04	        13.1	R
PRS31006152      	2006	Q05	        -0.2	
PRS31006152      	2007	Q01	         3.5	R
PRS31006152      	2007	Q02	        -5.0	R
PRS31006152      	2007	Q03	        -1.0	R
PRS31006152      	2007	Q04	        -1.5	
PRS31006152      	2007	Q05	         1.2	R
PRS31006152      	2008	Q01	        -3.9	R
PRS31006152      	2008	Q02	        -2.0	R
PRS31006152      	2008	Q03	        -0.2	R
PRS31006152      	2008	Q04	        23.1	
PRS31006152      	2008	Q05	        -0.9	
PRS31006152      	2009	Q01	        -4.0	R
PRS31006152      	2009	Q02	        14.1	R
PRS31006152      	2009	Q03	        -2.8	R
PRS31006152      	2009	Q04	         1.3	R
PRS31006152      	2009	Q05	         5.2	
PRS31006152      	2010	Q01	       -13.6	R
PRS31006152      	2010	Q02	         8.7	
PRS31006152      	2010	Q03	        -0.1	R
PRS31006152      	2010	Q04	         3.0	R
PRS31006152      	2010	Q05	        -1.1	R
PRS31006152      	2011	Q01	         1.6	R
PRS31006152      	2011	Q02	       -10.4	R
PRS31006152      	2011	Q03	         1.9	R
PRS31006152      	2011	Q04	        -9.4	
PRS31006152      	2011	Q05	        -1.1	
PRS31006152      	2012	Q01	         8.9	R
PRS31006152      	2012	Q02	        -2.5	R
PRS31006152      	2012	Q03	        -2.2	R
PRS31006152      	2012	Q04	         0.8	R
PRS31006152      	2012	Q05	        -0.9	
PRS31006152      	2013	Q01	        -5.5	R
PRS31006152      	2013	Q02	         1.7	
PRS31006152      	2013	Q03	        -1.5	R
PRS31006152      	2013	Q04	        -1.7	R
PRS31006152      	2013	Q05	        -1.7	
PRS31006152      	2014	Q01	         4.6	
PRS31006152      	2014	Q02	        -4.7	
PRS31006152      	2014	Q03	         1.0	R
PRS31006152      	2014	Q04	         6.2	R
PRS31006152      	2014	Q05	         0.3	
PRS31006152      	2015	Q01	         8.7	R
PRS31006152      	2015	Q02	         0.7	R
PRS31006152      	2015	Q03	         1.2	R
PRS31006152      	2015	Q04	        -0.8	R
PRS31006152      	2015	Q05	         3.4	
PRS31006152      	2016	Q01	         0.5	
PRS31006152      	2016	Q02	        -3.5	
PRS31006152      	2016	Q03	         3.0	R
PRS31006152      	2016	Q04	         1.0	
PRS31006152      	2016	Q05	        -0.1	
PRS31006152      	2017	Q01	         1.2	R
PRS31006152      	2017	Q02	         5.8	R
PRS31006152      	2017	Q03	        -0.1	R
PRS31006152      	2017	Q04	         1.0	R
PRS31006152      	2017	Q05	         1.8	
PRS31006152      	2018	Q01	         1.8	R
PRS31006152      	2018	Q02	        -3.8	
PRS31006152      	2018	Q03	        -0.1	
PRS31006152      	2018	Q04	         1.9	
PRS31006152      	2018	Q05	         0.2	
PRS31006152      	2019	Q01	         4.1	R
